time_betw_scan_hours,CA,YM,Class,cluster normalized - 4 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
1618.000,2.650,7.000,0.000,2.000,0.250,0.419,0.530,0.470,0.451,0.386,0.429,0.824,0.684,0.592
264.000,3.000,6.000,0.000,3.000,0.108,0.876,0.819,0.849,0.078,0.147,0.740,0.308,0.624,0.310
1186.000,3.000,7.000,0.000,2.000,0.212,0.238,0.343,0.406,0.309,0.635,0.615,0.151,0.872,0.606
1851.000,2.000,7.000,0.000,1.000,0.292,0.371,0.587,0.565,0.247,0.629,0.532,0.509,0.421,0.282
1350.000,3.000,7.000,0.000,1.000,0.340,0.486,0.559,0.604,0.148,0.609,0.664,0.453,0.707,0.676
1182.000,3.000,6.000,0.000,2.000,0.321,0.562,0.513,0.501,0.257,0.426,0.524,0.506,0.917,0.690
1613.000,3.000,7.000,0.000,2.000,0.396,0.429,0.425,0.395,0.234,0.589,0.449,0.577,0.632,0.620
1536.000,2.000,7.000,0.000,2.000,0.302,0.295,0.427,0.317,0.347,0.655,0.278,0.758,0.767,0.620
1290.000,3.000,6.000,0.000,0.000,0.250,0.343,0.813,0.755,0.775,0.056,0.548,0.680,0.782,0.620
142.000,3.000,6.000,0.000,0.000,0.255,0.343,0.822,0.794,0.822,0.056,0.615,0.567,0.857,0.648
1372.000,3.000,7.000,0.000,1.000,0.170,0.514,0.803,0.776,0.124,0.472,0.611,0.505,0.647,0.563
4535.000,3.000,5.000,0.000,0.000,0.231,0.438,0.795,0.817,0.752,0.142,0.713,0.594,0.880,0.634
927.000,3.000,6.000,0.000,0.000,0.264,0.457,0.809,0.832,0.809,0.066,0.719,0.332,0.865,0.690
182.000,2.939,6.000,0.000,3.000,0.236,0.905,0.793,0.854,0.150,0.061,0.795,0.431,0.835,0.592
1013.000,3.000,7.000,0.000,1.000,0.005,0.886,0.809,0.871,0.027,0.208,0.806,0.555,0.549,0.239
240.000,3.000,7.000,0.000,2.000,0.344,0.400,0.537,0.530,0.191,0.452,0.543,0.600,0.827,0.606
21.000,2.633,7.000,0.000,2.000,0.377,0.286,0.289,0.179,0.371,0.310,0.222,0.429,0.857,0.634
244.000,2.748,7.000,0.000,1.000,0.080,0.362,0.427,0.595,0.214,0.325,0.874,0.213,0.301,0.239
2462.000,3.000,6.000,0.000,0.000,0.302,0.305,0.594,0.531,0.915,0.279,0.448,0.535,0.579,0.676
1728.000,3.000,6.000,0.000,1.000,0.297,0.429,0.787,0.789,0.458,0.127,0.666,0.257,0.376,0.296
1634.000,3.000,6.000,0.000,0.000,0.250,0.371,0.827,0.809,0.840,0.096,0.640,0.532,0.917,0.718
2970.000,2.771,7.000,0.000,2.000,0.283,0.410,0.578,0.505,0.333,0.401,0.421,0.427,0.729,0.577
39.000,3.000,7.000,0.000,3.000,0.274,0.514,0.828,0.847,0.194,0.371,0.721,0.662,0.902,0.662
1132.000,3.000,6.000,0.000,0.000,0.264,0.552,0.842,0.865,0.723,0.076,0.734,0.563,0.902,0.676
28.000,2.419,6.000,0.000,0.000,0.250,0.438,0.878,0.868,0.692,0.076,0.679,0.458,0.895,0.465
1412.000,3.000,7.000,0.000,2.000,0.344,0.562,0.645,0.620,0.302,0.411,0.550,0.534,0.759,0.563
778.000,2.700,7.000,0.000,3.000,0.316,0.476,0.693,0.754,0.171,0.371,0.755,0.709,0.759,0.648
3034.000,2.000,7.000,0.000,1.000,0.316,0.457,0.550,0.568,0.130,0.452,0.603,0.542,0.707,0.479
1134.000,3.000,7.000,0.000,1.000,0.288,0.581,0.628,0.495,0.125,0.619,0.311,0.457,0.293,0.451
1738.000,3.000,7.000,0.000,2.000,0.321,0.324,0.570,0.569,0.251,0.371,0.570,0.461,0.797,0.676
1378.000,2.716,7.169,0.000,1.000,0.401,0.714,0.636,0.630,0.182,0.437,0.588,0.407,0.662,0.000
1382.000,3.000,7.000,0.000,1.000,0.236,0.429,0.732,0.554,0.229,0.553,0.258,0.568,0.549,0.634
957.000,3.000,7.000,0.000,3.000,0.151,0.552,0.856,0.848,0.096,0.365,0.675,0.511,0.722,0.521
196.000,2.000,6.000,0.000,0.000,0.250,0.400,0.876,0.896,0.770,0.025,0.741,0.503,0.820,0.648
926.000,3.000,6.000,0.000,0.000,0.259,0.476,0.817,0.846,1.000,0.091,0.737,0.469,0.872,0.690
1616.000,2.589,7.000,0.000,1.000,0.269,0.648,0.721,0.690,0.247,0.391,0.569,0.440,0.481,0.606
7854.000,2.776,7.000,0.000,2.000,0.292,0.390,0.601,0.449,0.341,0.482,0.258,0.435,0.752,0.620
4017.000,3.000,6.000,0.000,2.000,0.189,0.086,0.280,0.334,0.517,0.320,0.569,0.109,0.857,0.676
2989.000,2.676,7.000,0.000,1.000,0.241,0.552,0.712,0.685,0.124,0.437,0.575,0.498,0.338,0.451
1120.000,2.690,5.000,0.000,0.000,0.316,0.390,0.609,0.551,0.706,0.066,0.464,0.659,0.880,0.676
1737.000,3.014,6.000,0.000,1.000,0.344,0.324,0.661,0.601,0.235,0.452,0.480,0.690,0.000,0.563
75.000,3.000,7.000,0.000,2.000,0.321,0.448,0.475,0.431,0.222,0.553,0.438,0.693,0.692,0.535
3406.000,2.000,6.000,0.000,1.000,0.259,0.400,0.652,0.659,0.161,0.381,0.622,0.698,0.699,0.648
836.000,2.790,5.000,0.000,2.000,0.292,0.438,0.379,0.266,0.757,0.335,0.253,0.783,0.301,0.254
3244.000,2.000,7.000,0.000,1.000,0.000,0.648,0.808,0.790,0.000,0.457,0.633,0.989,0.090,0.282
1457.000,3.000,7.021,0.000,1.000,0.278,0.467,0.575,0.562,0.139,0.533,0.548,0.645,0.316,0.620
1749.000,2.000,6.000,0.000,2.000,0.297,0.771,0.481,0.388,0.273,0.340,0.336,0.499,0.812,0.662
2695.000,3.000,7.000,0.000,2.000,0.387,0.457,0.402,0.390,0.277,0.162,0.477,0.472,0.895,0.690
1414.000,2.525,7.000,0.000,3.000,0.113,0.581,0.777,0.838,0.073,0.152,0.788,0.601,0.910,0.648
1031.000,3.000,7.000,0.000,1.000,0.264,0.714,0.710,0.690,0.237,0.416,0.588,0.467,0.684,0.606
124.000,2.000,6.000,0.000,0.000,0.255,0.371,0.886,0.852,0.787,0.112,0.629,0.793,0.489,0.296
1371.000,3.000,7.000,0.000,2.000,0.203,0.533,0.716,0.655,0.196,0.365,0.501,0.764,0.917,0.634
1971.000,3.000,7.000,0.000,1.000,0.090,0.419,0.767,0.720,0.212,0.371,0.554,0.521,0.594,0.507
1727.000,3.000,7.000,0.000,3.000,0.236,0.771,0.791,0.839,0.025,0.340,0.767,0.493,0.782,0.521
1634.000,2.494,6.000,0.000,3.000,0.288,0.752,0.864,0.885,0.048,0.269,0.740,0.232,0.586,0.563
302.000,3.000,6.000,0.000,3.000,0.236,0.552,0.802,0.857,0.041,0.178,0.788,0.592,0.571,0.451
2363.000,3.000,7.000,0.000,3.000,0.325,0.552,0.685,0.730,0.149,0.391,0.716,0.608,0.917,0.704
314.000,2.000,7.000,0.000,3.000,0.288,0.562,0.691,0.738,0.142,0.426,0.724,0.475,0.932,0.690
73.000,3.000,7.000,0.000,1.000,0.226,0.600,0.667,0.647,0.144,0.503,0.571,0.594,0.414,0.465
7084.000,3.000,6.000,0.000,1.000,0.241,0.362,0.547,0.591,0.212,0.381,0.659,0.231,0.632,0.451
1324.000,2.000,7.000,0.000,1.000,0.278,0.533,0.350,0.269,0.170,0.553,0.308,0.432,0.038,0.648
1724.000,3.000,7.000,0.000,1.000,0.189,0.514,0.729,0.726,0.080,0.203,0.632,0.340,0.602,0.282
1518.000,3.000,7.000,0.000,2.000,0.401,0.419,0.556,0.531,0.112,0.726,0.514,0.833,0.865,0.718
1003.000,3.000,6.000,0.000,0.000,0.245,0.381,0.840,0.859,0.724,0.010,0.724,0.229,0.932,0.732
4479.000,3.000,7.000,0.000,2.000,0.340,0.286,0.325,0.242,0.273,0.924,0.295,0.672,0.647,0.634
1416.000,3.000,7.000,0.000,1.000,0.208,0.476,0.816,0.754,0.148,0.416,0.541,0.395,0.511,0.549
1265.000,2.000,7.000,0.000,3.000,0.226,0.619,0.762,0.827,0.062,0.355,0.792,0.461,0.684,0.493
4429.000,3.000,7.000,0.000,1.000,0.151,0.438,0.696,0.647,0.251,0.371,0.519,0.350,0.233,0.282
5606.000,3.000,7.000,0.000,2.000,0.255,0.305,0.584,0.546,0.420,0.477,0.497,0.714,0.872,0.662
908.000,2.000,6.000,0.000,0.000,0.297,0.438,0.792,0.763,0.774,0.076,0.603,0.593,0.880,0.732
1486.000,3.000,7.000,0.000,3.000,0.184,0.514,0.812,0.866,0.063,0.142,0.789,0.639,0.744,0.437
1417.000,3.000,5.000,0.000,0.000,0.302,0.381,0.835,0.784,0.983,0.102,0.571,0.726,0.752,0.606
6684.000,3.000,5.000,0.000,0.000,0.349,0.343,0.678,0.649,0.768,0.112,0.554,0.140,0.887,0.718
975.000,3.000,6.000,0.000,2.000,0.363,0.333,0.547,0.290,0.554,0.305,0.013,0.179,0.316,0.282
7093.000,2.000,6.000,0.000,2.000,0.368,0.267,0.574,0.473,0.445,0.391,0.357,0.437,0.692,0.493
62.000,2.693,7.000,0.000,3.000,0.311,0.505,0.809,0.856,0.055,0.264,0.771,0.670,0.827,0.662
1210.000,3.000,7.000,0.000,1.000,0.146,0.543,0.802,0.843,0.064,0.142,0.755,0.495,0.526,0.254
3244.000,2.000,7.000,0.000,1.000,0.118,0.524,0.691,0.701,0.056,0.386,0.644,0.925,0.263,0.423
2508.000,3.000,6.355,0.000,3.000,0.264,0.790,0.804,0.862,0.078,0.152,0.795,0.282,0.767,0.521
3987.000,3.000,6.000,0.000,1.000,0.226,0.533,0.642,0.648,0.209,0.371,0.615,0.268,0.444,0.648
41.000,2.042,7.000,0.000,1.000,0.245,0.657,0.702,0.717,0.080,0.883,0.660,0.660,0.481,0.662
2920.000,3.000,6.000,0.000,0.000,0.259,0.362,0.813,0.810,0.769,0.086,0.667,0.809,0.639,0.521
1495.000,3.000,7.000,0.000,1.000,0.250,0.552,0.736,0.617,0.416,0.401,0.384,0.704,0.632,0.282
12.000,3.000,7.000,0.000,3.000,0.212,0.857,0.776,0.831,0.070,0.183,0.774,0.162,0.737,0.577
1007.000,3.000,7.000,0.000,3.000,0.245,0.638,0.786,0.841,0.079,0.178,0.780,0.353,0.842,0.634
9744.000,2.000,7.163,0.000,3.000,0.259,0.562,0.775,0.787,0.070,0.340,0.684,0.280,0.737,0.620
972.000,2.583,7.000,0.000,2.000,0.505,0.305,0.285,0.201,0.637,0.944,0.276,0.713,0.812,0.634
2092.000,2.487,7.000,0.000,3.000,0.203,0.705,0.849,0.870,0.073,0.325,0.733,0.208,0.677,0.394
1432.000,2.670,7.000,0.000,2.000,0.354,0.410,0.416,0.213,0.448,0.579,0.073,0.970,0.850,0.803
1530.000,2.000,7.000,0.000,2.000,0.349,0.295,0.370,0.366,0.320,0.223,0.484,0.539,0.624,0.521
1405.000,3.110,6.000,0.000,2.000,0.330,0.410,0.371,0.297,0.512,0.183,0.332,0.460,0.286,0.155
1359.000,3.000,7.000,0.000,2.000,0.354,0.400,0.429,0.375,0.385,0.345,0.400,0.593,0.308,0.493
2580.000,2.835,7.000,0.000,1.000,0.373,0.448,0.527,0.522,0.244,0.487,0.544,0.599,0.338,0.690
154.000,2.000,6.000,0.000,2.000,0.491,0.314,0.376,0.373,0.437,0.168,0.487,0.698,0.850,0.704
1568.000,2.000,7.000,0.000,2.000,0.274,0.457,0.599,0.568,0.393,0.401,0.520,0.852,0.632,0.634
1272.000,3.000,5.721,0.000,2.000,0.354,0.295,0.477,0.331,0.569,0.162,0.222,0.521,0.925,0.704
2716.000,3.000,7.000,0.000,2.000,0.231,0.390,0.624,0.594,0.234,0.624,0.530,0.554,0.850,0.592
649.000,2.000,6.000,0.000,0.000,0.241,0.400,0.860,0.850,0.749,0.091,0.670,0.360,0.865,0.620
1109.000,3.000,6.000,0.000,0.000,0.269,0.467,0.818,0.701,0.807,0.117,0.424,0.302,0.902,0.704
1108.000,2.823,7.000,0.000,2.000,0.316,0.362,0.351,0.274,0.590,0.503,0.318,0.781,0.752,0.592
2617.000,3.000,6.000,0.000,3.000,0.222,0.514,0.714,0.776,0.076,0.117,0.765,0.117,0.534,0.493
1463.000,3.000,7.000,0.000,3.000,0.292,0.600,0.817,0.860,0.064,0.162,0.767,0.399,0.541,0.493
2625.000,3.000,6.000,0.000,3.000,0.189,0.638,0.828,0.863,0.066,0.071,0.754,0.352,0.654,0.662
1312.000,2.640,7.000,0.000,1.000,0.297,0.552,0.833,0.775,0.123,0.452,0.556,0.832,0.677,0.606
5543.000,2.800,6.780,0.000,2.000,0.439,0.362,0.558,0.511,0.392,0.477,0.468,0.874,0.617,0.648
1340.000,2.710,7.000,0.000,3.000,0.250,0.543,0.789,0.841,0.046,0.168,0.774,0.634,0.850,0.662
1415.000,2.560,6.000,0.000,1.000,0.274,0.571,0.725,0.662,0.170,0.411,0.501,0.737,0.534,0.634
2701.000,2.650,6.430,0.000,3.000,0.264,0.457,0.776,0.809,0.184,0.371,0.728,0.507,0.850,0.634
1310.000,2.670,7.000,0.000,1.000,0.283,0.390,0.629,0.644,0.153,0.386,0.629,0.624,0.398,0.606
2553.000,2.730,7.000,0.000,1.000,0.311,0.438,0.643,0.612,0.228,0.411,0.536,0.641,0.308,0.338
1796.000,2.690,7.000,0.000,2.000,0.358,0.381,0.464,0.485,0.207,0.289,0.574,0.426,0.466,0.634
1442.000,3.000,5.000,0.000,0.000,0.259,0.467,0.816,0.822,0.930,0.051,0.688,0.587,0.872,0.690
1427.000,2.560,6.000,0.000,0.000,0.255,0.295,0.736,0.702,0.812,0.102,0.569,0.466,0.932,0.718
16121.000,2.900,7.000,0.000,2.000,0.325,0.400,0.478,0.495,0.291,0.208,0.572,0.377,0.820,0.577
8442.000,3.000,6.000,0.000,3.000,0.297,0.343,0.647,0.664,0.179,0.391,0.641,0.416,0.782,0.620
1151.000,3.000,7.000,0.000,2.000,0.382,0.324,0.360,0.329,0.541,0.741,0.421,0.679,0.767,0.732
95.000,2.000,6.000,0.000,0.000,0.292,0.600,0.744,0.657,0.772,0.137,0.457,0.500,0.805,0.662
1537.000,2.000,7.000,0.000,1.000,0.264,0.429,0.820,0.838,0.129,0.452,0.714,0.549,0.301,0.310
913.000,2.000,7.000,0.000,1.000,0.250,0.676,0.700,0.665,0.132,0.442,0.550,0.475,0.624,0.366
4242.000,3.000,7.000,0.000,2.000,0.307,0.467,0.641,0.613,0.278,0.467,0.542,0.938,0.880,0.690
1732.000,2.000,7.000,0.000,2.000,0.274,0.533,0.478,0.406,0.314,0.249,0.380,0.913,0.872,0.789
398.000,2.000,6.000,0.000,2.000,0.325,0.257,0.339,0.260,0.685,0.173,0.308,0.416,0.917,0.746
2663.000,3.000,7.000,0.000,3.000,0.203,0.667,0.794,0.846,0.051,0.107,0.778,0.358,0.692,0.268
1367.000,2.000,6.000,0.000,0.000,0.335,0.333,0.727,0.731,0.833,0.132,0.646,0.676,0.932,0.718
6968.000,3.000,7.000,0.000,1.000,0.274,0.733,0.809,0.841,0.055,0.457,0.738,0.586,0.752,0.493
1277.000,3.000,7.000,0.000,3.000,0.307,0.495,0.820,0.874,0.070,0.162,0.791,0.566,0.797,0.676
1871.000,3.000,6.000,0.000,2.000,0.377,0.438,0.586,0.541,0.307,0.376,0.483,0.747,0.842,0.620
1486.000,3.000,6.000,0.000,0.000,0.311,0.324,0.617,0.609,0.776,0.208,0.575,0.476,0.586,0.634
867.000,3.000,6.000,0.000,3.000,0.231,0.543,0.833,0.870,0.079,0.112,0.761,0.706,0.579,0.535
5491.000,2.000,7.000,0.000,1.000,0.208,0.476,0.692,0.600,0.133,0.614,0.426,0.836,0.481,0.718
6687.000,2.476,7.000,0.000,2.000,0.241,0.429,0.465,0.306,0.164,0.660,0.189,0.968,0.444,0.592
1312.000,2.000,6.000,0.000,3.000,0.269,0.638,0.833,0.831,0.064,0.162,0.677,0.606,0.850,0.704
1162.000,2.000,7.000,0.000,1.000,0.250,0.571,0.719,0.720,0.073,0.497,0.636,0.758,0.602,0.549
1237.000,2.430,6.779,0.000,1.000,0.278,0.619,0.855,0.883,0.058,0.244,0.751,0.625,0.421,0.662
4772.000,2.738,7.000,0.000,1.000,0.255,0.648,0.883,0.909,0.071,0.279,0.756,0.412,0.331,0.620
2847.000,2.000,7.000,0.000,3.000,0.274,0.571,0.725,0.753,0.079,0.355,0.697,0.599,0.850,0.676
4503.000,3.000,7.000,0.000,1.000,0.208,0.429,0.532,0.474,0.335,0.528,0.434,0.534,0.015,0.239
1442.000,2.000,6.000,0.000,0.000,0.269,0.486,0.818,0.801,0.882,0.091,0.639,0.446,0.707,0.718
1525.000,3.000,6.000,0.000,2.000,0.377,0.352,0.577,0.553,0.237,0.376,0.524,0.427,0.744,0.592
1449.000,2.800,6.000,0.000,0.000,0.292,0.552,0.762,0.731,0.807,0.152,0.587,0.357,0.774,0.662
1717.000,3.000,7.000,0.000,1.000,0.236,0.600,0.782,0.832,0.073,0.259,0.768,0.335,0.571,0.352
1966.000,3.000,7.000,0.000,1.000,0.321,0.543,0.665,0.672,0.235,0.386,0.629,0.397,0.376,0.662
2487.000,3.000,6.976,0.000,2.000,0.443,0.286,0.206,0.111,0.505,0.244,0.219,0.515,0.880,0.704
1557.000,2.000,6.000,0.000,0.000,0.269,0.571,0.813,0.796,0.702,0.051,0.637,0.497,0.917,0.746
856.000,3.000,7.000,0.000,2.000,0.316,0.410,0.582,0.512,0.387,0.416,0.428,0.621,0.895,0.690
3296.000,3.000,7.000,0.000,3.000,0.245,0.419,0.749,0.771,0.148,0.421,0.694,0.345,0.872,0.606
1408.000,2.000,7.000,0.000,2.000,0.288,0.305,0.443,0.370,0.220,0.340,0.365,0.310,0.233,0.577
3008.000,2.000,6.000,0.000,2.000,0.288,0.400,0.437,0.403,0.497,0.234,0.444,0.642,0.835,0.620
1027.000,3.000,7.000,0.000,2.000,0.316,0.448,0.492,0.562,0.326,0.239,0.691,0.256,0.917,0.690
1774.000,3.000,6.000,0.000,0.000,0.274,0.514,0.846,0.864,0.706,0.036,0.724,0.369,0.902,0.690
11198.000,3.000,7.000,0.000,3.000,0.255,0.543,0.771,0.827,0.069,0.365,0.776,0.136,0.865,0.648
8415.000,2.000,6.000,0.000,2.000,0.321,0.295,0.468,0.263,0.335,0.365,0.091,0.853,0.707,0.676
1704.000,2.611,7.000,0.000,1.000,0.278,0.543,0.698,0.692,0.134,0.457,0.613,0.381,0.669,0.592
1520.000,2.826,6.000,0.000,3.000,0.274,0.562,0.793,0.831,0.083,0.081,0.746,0.260,0.827,0.676
989.000,3.000,7.000,0.000,2.000,0.439,0.286,0.562,0.388,0.565,0.279,0.195,0.251,0.451,0.352
4721.000,3.000,7.000,0.000,3.000,0.278,0.686,0.807,0.839,0.040,0.396,0.737,0.743,0.737,0.662
2749.000,3.000,6.000,0.000,1.000,0.179,0.419,0.767,0.768,0.075,0.239,0.657,0.629,0.271,0.479
2709.000,2.000,6.000,0.000,2.000,0.316,0.333,0.446,0.471,0.368,0.330,0.575,0.534,0.865,0.704
48.000,2.000,7.000,0.000,2.000,0.118,0.219,0.435,0.531,0.386,0.284,0.723,0.344,0.812,0.676
158.000,3.000,6.000,0.000,0.000,0.236,0.324,0.823,0.786,0.732,0.107,0.597,0.324,0.925,0.704
5909.000,2.000,6.000,0.000,0.000,0.283,0.410,0.745,0.718,0.724,0.056,0.587,0.194,0.872,0.662
1717.000,2.532,7.000,0.000,1.000,0.231,0.581,0.838,0.874,0.069,0.284,0.761,0.321,0.286,0.648
3281.000,3.000,6.724,0.000,2.000,0.278,0.333,0.605,0.527,0.317,0.386,0.420,0.582,0.917,0.662
4100.000,3.000,6.450,0.000,1.000,0.259,0.524,0.674,0.631,0.270,0.426,0.522,0.474,0.767,0.535
1095.000,3.000,7.000,0.000,2.000,0.292,0.486,0.663,0.616,0.205,0.513,0.511,0.626,0.797,0.662
1494.000,3.000,7.000,0.000,2.000,0.259,0.333,0.335,0.297,0.309,0.294,0.395,0.537,0.925,0.648
3394.000,3.000,7.000,0.000,1.000,0.288,0.486,0.782,0.821,0.117,0.452,0.744,0.703,0.662,0.634
1429.000,3.000,7.000,0.000,1.000,0.344,0.438,0.609,0.526,0.142,0.523,0.412,0.711,0.474,0.211
1794.000,3.000,7.000,0.000,2.000,0.311,0.448,0.610,0.566,0.204,0.431,0.495,0.696,0.729,0.493
1620.000,3.000,7.000,0.000,2.000,0.406,0.419,0.368,0.352,0.304,0.218,0.457,0.425,0.406,0.718
4399.000,2.593,7.083,0.000,2.000,0.335,0.305,0.325,0.270,0.309,0.528,0.355,0.692,0.857,0.676
2045.000,3.000,7.000,0.000,2.000,0.222,0.457,0.481,0.468,0.252,0.528,0.508,0.629,0.887,0.690
948.000,3.000,7.000,0.000,1.000,0.283,0.438,0.733,0.719,0.257,0.533,0.609,0.660,0.474,0.690
5927.000,2.664,7.000,0.000,2.000,0.434,0.476,0.484,0.357,0.542,0.284,0.266,0.534,0.895,1.000
1540.000,3.000,7.000,0.000,3.000,0.170,0.581,0.789,0.833,0.081,0.254,0.759,0.609,0.827,0.549
2096.000,2.000,6.000,0.000,2.000,0.363,0.333,0.563,0.591,0.463,0.386,0.631,0.535,0.504,0.704
1409.000,2.000,7.000,0.000,1.000,0.212,0.486,0.671,0.608,0.129,0.792,0.479,0.385,0.053,0.493
580.000,3.000,6.000,0.000,0.000,0.278,0.457,0.809,0.876,0.913,0.066,0.814,0.259,0.887,0.690
8809.000,3.000,6.000,0.000,3.000,0.255,0.524,0.728,0.751,0.072,0.152,0.688,0.407,0.519,0.606
732.000,3.000,7.000,0.000,2.000,0.184,0.390,0.581,0.557,0.187,0.563,0.526,0.708,0.774,0.634
2993.000,3.000,7.000,0.000,3.000,0.259,0.476,0.722,0.766,0.261,0.381,0.731,0.586,0.887,0.676
1559.000,3.000,7.000,0.000,3.000,0.104,0.648,0.784,0.842,0.061,0.112,0.785,0.602,0.654,0.338
1053.000,3.000,7.000,0.000,1.000,0.325,0.486,0.657,0.652,0.205,0.487,0.597,0.368,0.188,0.211
1319.000,3.000,5.984,0.000,2.000,0.358,0.333,0.525,0.466,0.516,0.391,0.429,0.764,0.729,0.704
6676.000,2.000,5.000,0.000,0.000,0.321,0.324,0.641,0.624,0.866,0.096,0.566,0.256,0.887,0.732
5630.000,2.000,6.000,0.000,2.000,0.358,0.343,0.601,0.561,0.335,0.452,0.499,0.458,0.797,0.690
1037.000,2.978,7.000,0.000,1.000,0.292,0.686,0.714,0.726,0.086,0.371,0.658,0.582,0.714,0.549
8708.000,2.664,7.000,0.000,2.000,0.358,0.390,0.421,0.338,0.219,0.614,0.333,0.715,0.511,0.592
1584.000,2.570,6.000,0.000,2.000,0.316,0.333,0.501,0.510,0.376,0.371,0.565,0.509,0.940,0.732
1446.000,3.000,7.000,0.000,2.000,0.165,0.267,0.443,0.473,0.331,0.350,0.587,0.131,0.805,0.606
1215.000,2.610,7.000,0.000,1.000,0.274,0.524,0.782,0.752,0.064,0.396,0.596,0.614,0.398,0.634
156.000,2.599,7.000,0.000,1.000,0.302,0.390,0.646,0.659,0.219,0.406,0.633,0.620,0.376,0.141
73.000,2.000,7.000,0.000,1.000,0.146,0.743,0.807,0.869,0.060,0.239,0.805,0.584,0.436,0.549
1471.000,3.000,6.000,0.000,0.000,0.278,0.495,0.838,0.844,0.717,0.086,0.696,0.494,0.827,0.620
894.000,2.485,7.000,0.000,3.000,0.123,0.533,0.807,0.865,0.048,0.188,0.796,0.360,0.714,0.577
4752.000,2.404,6.000,0.000,0.000,0.274,0.419,0.869,0.864,0.742,0.030,0.685,0.434,0.744,0.606
1731.000,3.000,6.565,0.000,3.000,0.264,0.457,0.676,0.685,0.227,0.426,0.637,0.755,0.880,0.676
1400.000,3.000,6.000,0.000,2.000,0.311,0.390,0.623,0.591,0.329,0.371,0.525,0.652,0.835,0.662
1149.000,2.000,7.000,0.000,2.000,0.344,0.476,0.533,0.472,0.170,0.772,0.428,0.730,0.820,0.648
1626.000,2.000,7.000,0.000,1.000,0.160,0.438,0.724,0.735,0.104,0.538,0.661,0.634,0.564,0.521
1760.000,2.000,6.000,0.000,2.000,0.156,0.390,0.604,0.537,0.271,0.401,0.443,0.658,0.677,0.662
2455.000,2.000,7.000,0.000,2.000,0.288,0.533,0.662,0.548,0.256,0.391,0.365,0.689,0.857,0.704
2907.000,3.000,7.000,0.000,1.000,0.231,0.486,0.716,0.669,0.253,0.543,0.532,0.694,0.571,0.366
1266.000,3.000,7.000,0.000,2.000,0.382,0.467,0.450,0.458,0.254,0.772,0.540,0.627,0.932,0.746
1281.000,3.000,7.000,0.000,2.000,0.330,0.486,0.652,0.659,0.210,0.467,0.623,0.408,0.932,0.690
1791.000,2.000,7.000,0.000,3.000,1.000,0.724,0.716,0.830,0.180,0.117,0.879,0.346,0.789,0.662
4001.000,2.000,7.000,0.000,2.000,0.330,0.467,0.609,0.600,0.250,0.462,0.569,0.341,0.669,0.676
1114.000,2.000,6.000,0.000,2.000,0.335,0.267,0.397,0.280,0.595,0.137,0.250,0.373,0.797,0.803
6009.000,3.000,6.000,0.000,0.000,0.269,0.543,0.831,0.786,0.700,0.046,0.582,0.531,0.872,0.732
1470.000,2.000,7.000,0.000,1.000,0.212,0.838,0.826,0.851,0.048,0.335,0.732,0.520,0.421,0.423
146.000,3.000,5.987,0.000,0.000,0.264,0.295,0.764,0.731,0.702,0.112,0.581,0.452,0.850,0.634
703.000,3.059,7.000,0.000,2.000,0.212,0.371,0.466,0.472,0.235,0.355,0.542,0.325,0.797,0.535
1597.000,3.000,5.633,0.000,0.000,0.241,0.371,0.799,0.826,0.695,0.147,0.725,0.605,0.714,0.507
585.000,3.000,7.000,0.000,3.000,0.269,0.648,0.815,0.859,0.055,0.178,0.768,0.367,0.737,0.718
1585.000,3.000,6.000,0.000,2.000,0.142,0.238,0.318,0.457,0.371,0.132,0.768,0.179,0.910,0.451
1715.000,2.000,6.000,0.000,3.000,0.226,0.657,0.744,0.804,0.073,0.142,0.773,0.415,0.782,0.521
1648.000,3.000,7.000,0.000,1.000,0.288,0.390,0.539,0.471,0.210,0.523,0.414,0.574,0.226,0.634
2763.000,3.000,7.231,0.000,3.000,0.250,0.571,0.742,0.816,0.051,0.259,0.802,0.301,0.677,0.535
4064.000,2.642,7.000,0.000,2.000,0.311,0.343,0.500,0.520,0.260,0.173,0.587,0.581,0.617,0.662
1252.000,3.000,6.000,0.000,3.000,0.245,0.571,0.795,0.845,0.076,0.096,0.773,0.338,0.526,0.662
1384.000,2.701,7.000,0.000,1.000,0.307,0.448,0.861,0.735,0.167,0.376,0.422,0.653,0.767,0.634
80.000,2.000,7.000,0.000,3.000,0.245,0.705,0.793,0.836,0.073,0.254,0.759,0.467,0.669,0.648
942.000,2.596,6.000,0.000,2.000,0.358,0.400,0.379,0.401,0.426,0.091,0.542,0.463,0.744,0.690
8573.000,2.010,6.000,0.000,2.000,0.283,0.438,0.748,0.618,0.319,0.401,0.366,0.778,0.744,0.732
3415.000,3.000,7.000,0.000,3.000,0.137,0.733,0.800,0.859,0.002,0.340,0.795,0.123,0.594,0.620
3015.000,3.000,7.000,0.000,2.000,0.269,0.324,0.494,0.431,0.255,0.371,0.406,0.364,0.880,0.648
1413.000,2.000,6.000,0.000,2.000,0.340,0.352,0.497,0.382,0.420,0.386,0.296,0.661,0.842,0.704
