time_betw_scan_hours,CA,YM,Class,dea_eff,cluster efficency - 5 clusters,cluster normalized - 5 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
1359.000,2.599,6.965,0.000,0.510,1.000,0.000,0.065,0.035,0.190,0.003,0.290,0.469
1060.000,2.642,6.281,0.000,0.500,1.000,0.000,0.114,0.070,0.116,0.194,0.388,0.353
3349.000,2.566,5.295,0.000,0.840,0.000,4.000,0.135,0.088,0.529,0.787,0.005,0.027
3086.000,2.630,6.452,0.000,0.680,2.000,2.000,0.070,0.368,0.508,0.522,0.087,0.086
4146.000,2.627,5.542,0.000,0.700,2.000,4.000,0.124,0.035,0.519,0.545,0.049,0.028
1150.000,2.660,6.891,0.000,0.530,1.000,3.000,0.119,0.123,0.306,0.364,0.311,0.189
7451.000,2.495,7.380,0.000,0.690,2.000,4.000,0.162,0.263,0.484,0.559,0.115,0.124
2251.000,2.535,7.111,0.000,0.730,2.000,2.000,0.297,0.351,0.414,0.551,0.164,0.148
1315.000,2.480,7.239,0.000,0.630,3.000,3.000,0.227,0.158,0.342,0.374,0.377,0.119
157.000,2.536,6.685,0.000,0.430,4.000,3.000,0.141,0.035,0.361,0.153,0.339,0.058
11198.000,2.635,7.382,0.000,0.720,2.000,2.000,0.178,0.228,0.427,0.536,0.311,0.086
2534.000,2.590,6.246,0.000,0.710,2.000,2.000,0.162,0.316,0.525,0.520,0.197,0.017
4319.000,2.670,6.234,0.000,0.490,1.000,0.000,0.124,0.018,0.417,0.043,0.350,0.340
1312.000,2.640,7.212,0.000,0.690,2.000,3.000,0.141,0.246,0.494,0.444,0.404,0.239
1536.000,2.565,6.492,0.000,0.800,2.000,0.000,0.043,0.246,0.319,0.013,0.481,0.736
1420.000,2.780,6.568,0.000,0.540,1.000,0.000,0.005,0.053,0.324,0.218,0.333,0.461
2716.000,2.507,6.844,0.000,0.650,3.000,3.000,0.168,0.053,0.116,0.258,0.590,0.277
6687.000,2.476,6.752,0.000,0.950,0.000,0.000,0.157,0.018,0.067,0.376,0.628,0.781
2935.000,2.590,7.339,0.000,0.710,2.000,2.000,0.141,0.596,0.326,0.562,0.142,0.128
1742.000,2.663,6.712,0.000,0.510,1.000,0.000,0.054,0.088,0.131,0.128,0.164,0.498
1226.000,2.087,6.059,0.000,0.540,1.000,3.000,0.151,0.053,0.328,0.288,0.311,0.343
2155.000,2.532,5.731,0.000,0.830,0.000,4.000,0.130,0.175,0.392,0.793,0.060,0.159
405.000,2.840,6.432,0.000,0.440,4.000,0.000,0.016,0.105,0.134,0.101,0.104,0.438
1676.000,2.526,7.144,0.000,0.490,1.000,3.000,0.092,0.123,0.282,0.318,0.311,0.197
1316.000,2.587,6.104,0.000,0.770,2.000,4.000,0.157,0.035,0.575,0.587,0.044,0.000
10078.000,2.584,7.228,0.000,0.550,1.000,0.000,0.027,0.088,0.070,0.253,0.470,0.388
1666.000,2.517,7.084,0.000,0.680,2.000,2.000,0.281,0.351,0.466,0.518,0.022,0.075
256.000,2.456,7.249,0.000,0.770,2.000,2.000,0.173,0.439,0.357,0.548,0.388,0.061
312.000,2.620,6.655,0.000,0.660,2.000,3.000,0.038,0.298,0.125,0.496,0.372,0.187
63.000,2.790,6.833,0.000,0.640,3.000,3.000,0.103,0.088,0.204,0.448,0.421,0.134
1513.000,2.549,6.724,0.000,0.610,3.000,0.000,0.097,0.000,0.113,0.106,0.574,0.444
1151.000,2.614,6.557,0.000,0.320,4.000,0.000,0.016,0.053,0.250,0.167,0.175,0.254
1540.000,2.552,6.698,0.000,0.710,2.000,3.000,0.173,0.140,0.054,0.540,0.344,0.091
1063.000,2.658,6.738,0.000,0.960,0.000,2.000,0.178,0.965,0.398,0.569,0.142,0.091
1723.000,2.386,6.750,0.000,0.650,3.000,2.000,0.200,0.632,0.319,0.513,0.066,0.066
174.000,2.989,7.002,0.000,0.660,2.000,3.000,0.043,0.509,0.151,0.098,0.350,0.211
1317.000,2.470,6.929,0.000,0.910,0.000,3.000,0.081,0.105,0.042,0.466,0.885,0.209
7195.000,2.538,6.386,0.000,0.570,3.000,0.000,0.065,0.018,0.015,0.088,0.328,0.532
1585.000,2.577,6.332,0.000,0.650,3.000,4.000,0.184,0.193,0.456,0.527,0.027,0.051
2519.000,2.280,5.907,0.000,0.700,2.000,4.000,0.232,0.211,0.508,0.529,0.082,0.015
1326.000,2.740,6.607,0.000,0.370,4.000,3.000,0.114,0.018,0.151,0.138,0.328,0.123
1724.000,2.527,7.118,0.000,0.750,2.000,2.000,0.173,0.491,0.546,0.547,0.180,0.003
8840.000,2.925,7.121,0.000,0.640,3.000,3.000,0.032,0.211,0.130,0.393,0.503,0.234
4572.000,2.880,5.494,0.000,0.960,0.000,4.000,0.114,0.123,0.442,0.941,0.027,0.234
1700.000,2.480,6.500,0.000,0.320,4.000,1.000,0.092,0.281,0.117,0.041,0.098,0.151
1381.000,2.208,6.585,0.000,0.710,2.000,4.000,0.281,0.175,0.506,0.522,0.038,0.020
5594.000,2.592,6.688,0.000,0.660,2.000,2.000,0.151,0.526,0.249,0.218,0.328,0.224
43.000,2.636,6.957,0.000,0.700,2.000,2.000,0.162,0.316,0.502,0.522,0.202,0.036
1312.000,2.561,6.733,0.000,0.710,2.000,2.000,0.146,0.526,0.462,0.520,0.208,0.051
1614.000,2.545,6.134,0.000,0.740,2.000,2.000,0.265,0.386,0.523,0.566,0.060,0.078
1427.000,2.560,5.745,0.000,0.750,2.000,4.000,0.146,0.228,0.341,0.716,0.027,0.219
5424.000,2.521,7.008,0.000,0.730,2.000,2.000,0.254,0.368,0.525,0.542,0.131,0.129
3908.000,2.180,6.916,0.000,0.660,2.000,3.000,0.103,0.386,0.335,0.384,0.344,0.338
1533.000,2.594,6.345,0.000,0.700,2.000,2.000,0.151,0.579,0.461,0.562,0.044,0.061
2836.000,2.890,6.030,0.000,0.840,0.000,4.000,0.124,0.035,0.467,0.767,0.087,0.519
215.000,2.604,6.552,0.000,0.740,2.000,0.000,0.016,0.158,0.222,0.061,0.656,0.625
1201.000,2.401,6.571,0.000,0.400,4.000,0.000,0.157,0.070,0.145,0.239,0.153,0.284
1622.000,2.656,6.215,0.000,0.490,1.000,0.000,0.005,0.211,0.384,0.175,0.120,0.439
2953.000,2.494,6.394,0.000,1.000,0.000,2.000,0.459,1.000,0.529,0.640,0.005,0.040
873.000,2.376,6.353,0.000,0.610,3.000,4.000,0.151,0.000,0.102,0.548,0.126,0.260
3211.000,2.435,7.264,0.000,0.520,1.000,0.000,0.097,0.158,0.119,0.256,0.372,0.347
908.000,2.404,5.721,0.000,0.720,2.000,4.000,0.130,0.035,0.466,0.652,0.000,0.169
1548.000,2.505,6.697,0.000,0.510,1.000,0.000,0.016,0.193,0.308,0.216,0.230,0.446
3929.000,2.286,7.034,0.000,0.560,3.000,3.000,0.141,0.035,0.405,0.362,0.328,0.196
5384.000,2.554,7.131,0.000,0.930,0.000,2.000,0.135,0.912,0.434,0.357,0.164,0.027
2251.000,2.210,5.873,0.000,0.880,0.000,4.000,0.097,0.105,0.263,0.805,0.016,0.657
4277.000,3.051,7.108,0.000,0.660,2.000,2.000,0.157,0.298,0.466,0.519,0.153,0.076
3345.000,2.590,6.250,0.000,0.300,4.000,1.000,0.097,0.000,0.239,0.198,0.049,0.128
2453.000,2.807,5.387,0.000,0.620,3.000,4.000,0.168,0.018,0.413,0.526,0.000,0.005
1628.000,2.509,6.598,0.000,0.540,1.000,0.000,0.114,0.298,0.373,0.293,0.033,0.428
140.000,2.643,6.884,0.000,0.900,0.000,0.000,0.130,0.053,0.229,0.315,0.710,0.715
1312.000,2.349,6.125,0.000,0.720,2.000,2.000,0.124,0.404,0.540,0.543,0.093,0.060
1368.000,2.624,6.646,0.000,0.470,1.000,3.000,0.059,0.246,0.083,0.175,0.328,0.262
3066.000,2.745,7.179,0.000,0.640,3.000,3.000,0.151,0.175,0.238,0.365,0.448,0.284
158.000,2.836,5.684,0.000,0.710,2.000,4.000,0.168,0.175,0.498,0.582,0.033,0.177
1141.000,2.604,6.533,0.000,0.490,1.000,0.000,0.103,0.211,0.040,0.004,0.339,0.342
3144.000,2.585,7.036,0.000,0.810,0.000,0.000,0.314,0.333,0.260,0.194,0.508,0.474
4752.000,2.404,5.776,0.000,0.780,2.000,4.000,0.130,0.000,0.581,0.598,0.049,0.048
529.000,2.789,6.936,0.000,0.540,1.000,0.000,0.151,0.140,0.119,0.195,0.317,0.415
129.000,2.720,5.700,0.000,0.850,0.000,4.000,0.103,0.105,0.356,0.829,0.049,0.335
1746.000,2.476,6.168,0.000,0.720,2.000,4.000,0.168,0.035,0.478,0.619,0.005,0.041
1296.000,2.570,6.390,0.000,0.490,1.000,3.000,0.254,0.140,0.027,0.171,0.361,0.066
60.000,2.586,6.371,0.000,0.690,2.000,0.000,0.032,0.351,0.096,0.083,0.350,0.546
1302.000,2.750,7.124,0.000,0.670,2.000,3.000,0.168,0.193,0.336,0.503,0.311,0.118
1712.000,2.648,6.622,0.000,0.710,2.000,3.000,0.184,0.105,0.056,0.528,0.333,0.209
4346.000,2.860,5.614,0.000,0.910,0.000,4.000,0.119,0.070,0.404,0.888,0.005,0.403
2387.000,2.490,5.902,0.000,0.640,3.000,4.000,0.076,0.105,0.468,0.517,0.027,0.265
104.000,2.770,5.796,0.000,0.650,3.000,4.000,0.151,0.175,0.421,0.526,0.005,0.443
7678.000,2.742,6.119,0.000,0.570,3.000,2.000,0.232,0.491,0.328,0.135,0.224,0.106
1999.000,2.667,7.086,0.000,0.630,3.000,3.000,0.070,0.140,0.019,0.315,0.590,0.270
1269.000,2.288,7.138,0.000,0.460,1.000,3.000,0.081,0.035,0.305,0.300,0.284,0.219
7472.000,2.568,6.874,0.000,0.680,2.000,0.000,0.157,0.123,0.399,0.306,0.410,0.514
2075.000,2.597,5.850,0.000,0.800,2.000,4.000,0.141,0.105,0.541,0.693,0.055,0.028
1406.000,2.599,7.059,0.000,0.590,3.000,3.000,0.157,0.018,0.231,0.380,0.377,0.066
1044.000,2.373,6.798,0.000,0.550,1.000,3.000,0.070,0.053,0.328,0.300,0.426,0.277
1044.000,2.680,6.888,0.000,0.610,3.000,3.000,0.130,0.175,0.448,0.360,0.421,0.035
2849.000,2.418,6.345,0.000,0.750,2.000,0.000,0.054,0.175,0.093,0.077,0.497,0.685
79.000,2.812,5.953,0.000,0.680,2.000,4.000,0.124,0.193,0.431,0.616,0.055,0.153
1430.000,2.260,5.393,0.000,0.910,0.000,4.000,0.119,0.123,0.397,0.895,0.022,0.300
864.000,2.468,6.742,0.000,0.560,3.000,0.000,0.005,0.105,0.124,0.073,0.208,0.556
5848.000,2.649,5.865,0.000,0.650,3.000,0.000,0.086,0.123,0.338,0.180,0.077,0.632
1648.000,2.667,6.822,0.000,0.610,3.000,0.000,0.070,0.053,0.043,0.298,0.481,0.448
202.000,2.359,5.538,0.000,0.800,2.000,4.000,0.124,0.018,0.522,0.731,0.022,0.036
897.000,2.239,6.900,0.000,0.650,3.000,2.000,0.195,0.526,0.428,0.522,0.027,0.126
1255.000,2.390,6.586,0.000,0.500,1.000,0.000,0.086,0.035,0.009,0.218,0.410,0.353
13.000,2.572,5.312,0.000,0.780,2.000,0.000,0.011,0.351,0.188,0.399,0.361,0.607
1794.000,2.750,7.196,0.000,0.560,3.000,3.000,0.130,0.053,0.161,0.307,0.383,0.328
1409.000,2.372,7.243,0.000,0.880,0.000,3.000,0.189,0.123,0.200,0.435,0.770,0.352
1681.000,2.481,6.369,0.000,0.490,1.000,3.000,0.205,0.333,0.139,0.001,0.311,0.061
1521.000,2.564,7.029,0.000,0.510,1.000,3.000,0.114,0.018,0.216,0.281,0.399,0.181
2695.000,2.650,6.609,0.000,0.380,4.000,0.000,0.005,0.070,0.285,0.185,0.093,0.355
2317.000,2.550,6.819,0.000,0.670,2.000,2.000,0.135,0.456,0.478,0.514,0.148,0.017
1575.000,2.568,5.474,0.000,0.620,3.000,4.000,0.114,0.175,0.403,0.550,0.071,0.151
1428.000,2.614,6.900,0.000,0.530,1.000,0.000,0.059,0.018,0.139,0.128,0.197,0.516
1345.000,2.610,7.174,0.000,0.680,2.000,3.000,0.151,0.035,0.320,0.364,0.612,0.023
2004.000,2.445,6.574,0.000,0.690,2.000,2.000,0.157,0.439,0.394,0.432,0.393,0.143
1634.000,2.370,6.962,0.000,0.670,2.000,3.000,0.065,0.053,0.130,0.283,0.656,0.371
1747.000,2.332,6.264,0.000,0.650,3.000,4.000,0.168,0.018,0.419,0.568,0.027,0.090
1161.000,2.810,6.188,0.000,0.610,3.000,4.000,0.130,0.316,0.309,0.560,0.044,0.259
4390.000,2.860,6.113,0.000,0.680,2.000,4.000,0.119,0.053,0.132,0.583,0.197,0.416
144.000,3.000,5.940,0.000,0.760,2.000,4.000,0.135,0.000,0.572,0.575,0.005,0.098
1285.000,2.523,5.561,0.000,0.700,2.000,4.000,0.130,0.018,0.509,0.565,0.049,0.211
218.000,2.460,6.982,0.000,0.740,2.000,2.000,0.135,0.456,0.433,0.537,0.290,0.090
1526.000,2.498,6.937,0.000,0.670,2.000,0.000,0.022,0.105,0.025,0.158,0.590,0.559
1665.000,2.502,6.670,0.000,0.660,2.000,0.000,0.103,0.105,0.072,0.224,0.486,0.534
1086.000,2.750,6.298,0.000,0.660,2.000,3.000,0.135,0.105,0.399,0.360,0.525,0.219
185.000,2.593,7.018,0.000,0.730,2.000,2.000,0.124,0.386,0.548,0.515,0.219,0.065
1371.000,2.573,6.233,0.000,0.620,3.000,4.000,0.070,0.263,0.056,0.555,0.126,0.353
16162.000,2.566,7.013,0.000,0.510,1.000,3.000,0.108,0.088,0.149,0.272,0.437,0.189
114.000,2.589,7.022,0.000,0.770,2.000,0.000,0.022,0.105,0.188,0.096,0.191,0.765
3973.000,2.681,6.301,0.000,0.670,2.000,4.000,0.097,0.018,0.422,0.610,0.082,0.259
1575.000,2.675,6.787,0.000,0.450,1.000,3.000,0.092,0.053,0.035,0.239,0.344,0.244
1325.000,2.747,6.404,0.000,0.600,3.000,0.000,0.016,0.211,0.351,0.295,0.230,0.544
1432.000,2.810,6.700,0.000,0.560,3.000,3.000,0.103,0.035,0.407,0.312,0.393,0.254
2094.000,2.567,5.830,0.000,0.720,2.000,4.000,0.135,0.035,0.081,0.681,0.066,0.363
2924.000,2.655,5.686,0.000,0.610,3.000,4.000,0.124,0.140,0.194,0.583,0.033,0.191
1897.000,2.341,6.552,0.000,0.670,2.000,2.000,0.119,0.316,0.504,0.430,0.311,0.002
1370.000,2.692,6.121,0.000,0.510,1.000,0.000,0.081,0.035,0.134,0.085,0.339,0.453
117.000,2.770,5.496,0.000,0.900,0.000,4.000,0.076,0.105,0.268,0.893,0.033,0.312
5630.000,2.466,5.990,0.000,0.460,1.000,0.000,0.070,0.140,0.179,0.088,0.404,0.322
1413.000,2.681,6.670,0.000,0.550,1.000,2.000,0.130,0.316,0.397,0.327,0.317,0.045
1045.000,2.610,7.007,0.000,0.540,1.000,3.000,0.222,0.035,0.302,0.097,0.415,0.252
1003.000,2.796,6.750,0.000,0.520,1.000,2.000,0.157,0.351,0.427,0.218,0.317,0.085
1524.000,2.643,6.608,0.000,0.670,2.000,0.000,0.195,0.158,0.104,0.278,0.459,0.458
1448.000,2.710,5.854,0.000,0.830,0.000,4.000,0.119,0.246,0.380,0.779,0.104,0.290
993.000,2.694,5.684,0.000,0.830,0.000,3.000,0.205,0.228,0.761,0.175,0.656,0.247
1320.000,2.760,5.745,0.000,0.420,4.000,0.000,0.070,0.070,0.021,0.005,0.317,0.363
1300.000,2.698,5.859,0.000,0.730,2.000,4.000,0.130,0.035,0.565,0.533,0.016,0.051
357.000,2.788,7.358,0.000,0.750,2.000,2.000,0.168,0.684,0.355,0.579,0.137,0.104
4315.000,2.660,6.375,0.000,0.460,1.000,0.000,0.011,0.105,0.044,0.176,0.339,0.381
1680.000,2.786,5.302,0.000,0.640,3.000,4.000,0.119,0.018,0.420,0.569,0.038,0.010
1366.000,2.383,6.785,0.000,0.780,2.000,2.000,0.227,0.491,0.596,0.545,0.077,0.030
8439.000,2.698,6.695,0.000,0.900,0.000,1.000,0.070,0.281,0.900,0.236,0.016,0.048
1179.000,2.826,5.330,0.000,0.740,2.000,4.000,0.108,0.158,0.477,0.679,0.044,0.224
489.000,2.130,5.627,0.000,0.770,2.000,4.000,0.195,0.035,0.606,0.518,0.011,0.028
1486.000,2.591,5.637,0.000,0.690,2.000,4.000,0.076,0.175,0.208,0.656,0.142,0.211
1573.000,2.578,6.406,0.000,0.500,1.000,0.000,0.097,0.070,0.139,0.316,0.230,0.391
1452.000,2.558,6.584,0.000,0.780,2.000,0.000,0.281,0.421,0.205,0.071,0.279,0.536
950.000,2.286,7.291,0.000,0.630,3.000,3.000,0.086,0.105,0.287,0.348,0.536,0.134
1917.000,2.486,6.576,0.000,0.570,3.000,0.000,0.076,0.088,0.109,0.054,0.224,0.554
1734.000,2.870,6.983,0.000,0.970,0.000,2.000,0.222,0.439,0.625,0.552,0.694,0.027
1246.000,2.656,6.467,0.000,0.680,2.000,0.000,0.108,0.088,0.005,0.156,0.361,0.622
703.000,3.059,7.048,0.000,0.510,1.000,3.000,0.227,0.088,0.158,0.256,0.301,0.259
1312.000,2.573,7.108,0.000,0.810,0.000,2.000,0.259,0.386,0.426,0.518,0.464,0.078
2827.000,2.601,7.114,0.000,0.640,3.000,3.000,0.086,0.281,0.349,0.459,0.333,0.202
6971.000,2.642,6.748,0.000,0.470,1.000,0.000,0.081,0.193,0.140,0.341,0.087,0.396
1378.000,2.716,7.169,0.000,0.700,2.000,3.000,0.027,0.544,0.137,0.344,0.388,0.191
3134.000,2.796,6.320,0.000,0.550,1.000,3.000,0.205,0.000,0.385,0.286,0.317,0.232
2898.000,2.618,6.525,0.000,0.510,1.000,3.000,0.162,0.228,0.352,0.135,0.333,0.277
1947.000,2.840,7.070,0.000,0.680,2.000,0.000,0.130,0.070,0.445,0.312,0.443,0.466
1978.000,2.290,5.924,0.000,0.710,2.000,0.000,0.065,0.123,0.286,0.249,0.257,0.683
2699.000,2.650,7.383,0.000,0.580,3.000,3.000,0.119,0.105,0.412,0.394,0.317,0.167
1750.000,2.574,6.159,0.000,0.710,2.000,2.000,0.238,0.439,0.512,0.526,0.011,0.090
6365.000,2.368,6.920,0.000,0.650,3.000,3.000,0.189,0.123,0.300,0.457,0.339,0.101
338.000,2.637,6.945,0.000,0.550,1.000,1.000,0.168,0.175,0.459,0.264,0.339,0.027
2749.000,2.710,5.883,0.000,1.000,0.000,4.000,0.022,0.298,0.666,0.913,0.175,0.917
7654.000,2.328,6.751,0.000,0.440,4.000,3.000,0.086,0.035,0.251,0.253,0.339,0.148
2457.000,2.762,6.412,0.000,0.700,2.000,2.000,0.443,0.491,0.560,0.324,0.005,0.234
4584.000,2.805,6.094,0.000,0.540,1.000,0.000,0.076,0.158,0.203,0.250,0.383,0.388
1504.000,2.382,6.717,0.000,0.270,4.000,3.000,0.114,0.018,0.125,0.142,0.153,0.119
2854.000,2.946,6.338,0.000,0.430,4.000,0.000,0.022,0.123,0.022,0.182,0.317,0.323
856.000,2.581,6.656,0.000,0.490,1.000,0.000,0.070,0.018,0.040,0.000,0.366,0.428
1101.000,2.646,6.302,0.000,0.500,1.000,0.000,0.130,0.000,0.086,0.261,0.311,0.352
2925.000,2.909,7.134,0.000,0.720,2.000,2.000,0.146,0.263,0.431,0.520,0.339,0.000
1583.000,2.574,6.894,0.000,0.780,2.000,3.000,0.168,0.246,0.222,0.560,0.459,0.101
4566.000,2.522,6.907,0.000,0.650,3.000,3.000,0.173,0.140,0.219,0.417,0.437,0.129
768.000,2.562,6.056,0.000,0.700,2.000,4.000,0.173,0.211,0.466,0.605,0.038,0.066
2073.000,2.493,6.876,0.000,0.730,2.000,2.000,0.222,0.421,0.550,0.520,0.126,0.060
5606.000,2.512,6.819,0.000,0.570,3.000,0.000,0.178,0.211,0.090,0.056,0.432,0.325
1269.000,2.578,6.726,0.000,0.460,1.000,3.000,0.092,0.070,0.086,0.240,0.344,0.272
1498.000,2.807,6.972,0.000,0.540,1.000,3.000,0.076,0.316,0.141,0.321,0.454,0.075
1579.000,2.576,6.405,0.000,0.280,4.000,0.000,0.059,0.053,0.195,0.151,0.126,0.214
5693.000,2.618,7.322,0.000,0.690,2.000,3.000,0.086,0.140,0.310,0.431,0.514,0.098
1089.000,2.867,6.718,0.000,0.700,2.000,2.000,0.281,0.667,0.562,0.122,0.164,0.153
4577.000,2.720,6.358,0.000,0.690,2.000,0.000,0.011,0.316,0.323,0.131,0.191,0.653
939.000,2.532,7.351,0.000,0.850,0.000,2.000,0.319,0.421,0.490,0.592,0.339,0.078
78.000,2.617,6.245,0.000,0.540,1.000,0.000,0.146,0.211,0.268,0.147,0.393,0.343
1196.000,2.384,6.775,0.000,0.760,2.000,2.000,0.314,0.351,0.464,0.548,0.197,0.103
1365.000,2.810,7.055,0.000,0.560,3.000,3.000,0.162,0.035,0.398,0.355,0.311,0.181
1469.000,2.710,6.318,0.000,0.430,4.000,0.000,0.059,0.035,0.111,0.001,0.328,0.371
48.000,2.444,6.604,0.000,0.540,1.000,1.000,0.297,0.368,0.179,0.001,0.224,0.008
1513.000,2.544,7.344,0.000,0.810,0.000,3.000,0.130,0.035,0.326,0.523,0.574,0.219
1283.000,2.595,6.536,0.000,0.760,2.000,0.000,0.092,0.193,0.189,0.010,0.235,0.748
1721.000,2.920,6.060,0.000,0.840,0.000,4.000,0.108,0.123,0.497,0.793,0.044,0.353
1228.000,2.527,7.104,0.000,0.740,2.000,2.000,0.146,0.579,0.408,0.386,0.366,0.267
1149.000,2.413,6.650,0.000,0.790,2.000,3.000,0.076,0.105,0.009,0.365,0.749,0.428
498.000,2.454,6.554,0.000,0.380,4.000,0.000,0.059,0.000,0.172,0.119,0.202,0.343
144.000,2.808,5.752,0.000,0.570,3.000,4.000,0.065,0.123,0.169,0.522,0.126,0.363
183.000,2.810,7.250,0.000,0.670,2.000,4.000,0.103,0.263,0.275,0.562,0.219,0.144
1386.000,2.638,7.255,0.000,0.760,2.000,0.000,0.162,0.175,0.006,0.236,0.486,0.637
6157.000,2.837,6.237,0.000,1.000,0.000,2.000,0.395,0.912,0.832,0.565,0.164,0.186
3006.000,2.561,6.549,0.000,0.710,2.000,2.000,0.205,0.421,0.511,0.538,0.098,0.091
1492.000,2.810,5.377,0.000,0.810,0.000,4.000,0.124,0.140,0.287,0.790,0.027,0.186
1723.000,2.625,7.010,0.000,1.000,0.000,1.000,0.081,0.053,1.000,0.031,0.213,0.698
1820.000,2.550,6.583,0.000,0.720,2.000,4.000,0.146,0.175,0.270,0.629,0.087,0.473
1137.000,2.250,6.020,0.000,0.900,0.000,4.000,0.168,0.018,0.446,0.864,0.005,0.124
1415.000,2.560,6.442,0.000,0.610,3.000,3.000,0.119,0.281,0.345,0.366,0.361,0.320
1835.000,2.865,6.952,0.000,0.510,1.000,3.000,0.092,0.281,0.335,0.265,0.361,0.066
2511.000,2.668,6.637,0.000,0.640,3.000,3.000,0.108,0.404,0.302,0.327,0.372,0.292
1525.000,2.870,6.443,0.000,0.440,4.000,3.000,0.005,0.123,0.089,0.253,0.322,0.285
2682.000,2.388,7.329,0.000,0.690,2.000,3.000,0.151,0.035,0.389,0.500,0.361,0.141
1474.000,2.838,6.698,0.000,0.720,2.000,2.000,0.092,0.614,0.209,0.344,0.311,0.114
1229.000,2.630,7.148,0.000,0.490,1.000,0.000,0.005,0.105,0.064,0.237,0.372,0.370
287.000,2.652,6.747,0.000,0.640,3.000,2.000,0.173,0.491,0.380,0.517,0.104,0.041
5255.000,2.688,6.437,0.000,0.440,4.000,0.000,0.070,0.035,0.109,0.129,0.383,0.342
1288.000,2.510,7.393,0.000,0.730,2.000,2.000,0.162,0.474,0.440,0.570,0.208,0.055
1315.000,2.395,6.946,0.000,0.920,0.000,1.000,0.005,0.175,0.916,0.338,0.268,0.362
1839.000,2.484,6.293,0.000,0.580,3.000,3.000,0.103,0.053,0.373,0.376,0.361,0.206
2658.000,2.543,6.955,0.000,0.740,2.000,2.000,0.135,0.439,0.497,0.565,0.224,0.154
826.000,2.454,6.316,0.000,0.600,3.000,4.000,0.141,0.246,0.168,0.545,0.049,0.290
1120.000,2.690,5.491,0.000,0.600,3.000,4.000,0.119,0.053,0.159,0.538,0.011,0.375
746.000,2.720,6.331,0.000,0.660,2.000,0.000,0.103,0.316,0.019,0.010,0.350,0.514
1613.000,2.603,7.365,0.000,0.600,3.000,3.000,0.022,0.018,0.244,0.258,0.552,0.396
4100.000,2.954,6.450,0.000,0.510,1.000,3.000,0.141,0.193,0.265,0.196,0.377,0.289
3867.000,2.600,7.323,0.000,0.870,0.000,0.000,0.092,0.035,0.000,0.321,0.809,0.607
1465.000,3.010,6.426,0.000,0.550,1.000,0.000,0.005,0.158,0.140,0.068,0.355,0.504
871.000,2.590,7.064,0.000,0.770,2.000,3.000,0.054,0.386,0.264,0.398,0.699,0.184
1685.000,2.940,7.036,0.000,0.750,2.000,3.000,0.162,0.035,0.128,0.223,0.732,0.201
2379.000,2.377,7.253,0.000,0.500,1.000,0.000,0.022,0.088,0.358,0.210,0.372,0.347
68.000,2.495,6.676,0.000,0.590,3.000,1.000,0.249,0.105,0.495,0.259,0.333,0.030
511.000,2.672,6.449,0.000,0.680,2.000,4.000,0.195,0.211,0.484,0.517,0.131,0.028
894.000,2.485,6.668,0.000,0.770,2.000,4.000,0.292,0.211,0.551,0.570,0.120,0.116
5482.000,2.470,6.987,0.000,0.760,2.000,2.000,0.184,0.386,0.488,0.564,0.295,0.096
2891.000,2.580,6.882,0.000,0.680,2.000,4.000,0.211,0.228,0.452,0.542,0.109,0.081
651.000,2.623,6.600,0.000,0.360,4.000,0.000,0.054,0.035,0.107,0.074,0.115,0.347
1866.000,2.670,5.951,0.000,0.700,2.000,4.000,0.135,0.035,0.511,0.554,0.044,0.033
2438.000,2.976,7.072,0.000,1.000,0.000,3.000,0.011,0.105,0.222,0.325,1.000,0.600
1881.000,2.838,5.420,0.000,0.740,2.000,4.000,0.168,0.000,0.568,0.533,0.011,0.025
1822.000,2.614,6.348,0.000,0.720,2.000,4.000,0.173,0.140,0.520,0.569,0.000,0.012
1871.000,2.612,5.999,0.000,0.420,4.000,0.000,0.049,0.035,0.152,0.134,0.322,0.347
2861.000,2.642,7.101,0.000,0.900,0.000,2.000,0.276,0.316,0.529,0.594,0.497,0.023
1607.000,2.615,5.418,0.000,0.280,4.000,0.000,0.081,0.088,0.119,0.134,0.060,0.254
38.000,2.520,6.857,0.000,0.740,2.000,4.000,0.265,0.158,0.432,0.543,0.240,0.051
10108.000,2.658,7.161,0.000,0.630,3.000,3.000,0.200,0.281,0.145,0.371,0.443,0.036
1152.000,2.730,7.331,0.000,0.800,2.000,0.000,0.097,0.053,0.259,0.119,0.514,0.728
898.000,2.414,7.167,0.000,0.630,3.000,3.000,0.032,0.088,0.111,0.327,0.503,0.415
1257.000,2.386,6.372,0.000,0.450,1.000,1.000,0.168,0.386,0.380,0.041,0.202,0.018
1672.000,2.752,5.953,0.000,0.950,0.000,0.000,0.124,0.193,0.069,0.175,0.038,0.940
1730.000,2.421,6.303,0.000,0.560,3.000,4.000,0.135,0.140,0.007,0.534,0.022,0.158
4492.000,2.550,6.284,0.000,0.810,0.000,2.000,0.211,0.263,0.632,0.501,0.333,0.000
1439.000,2.657,6.366,0.000,0.380,4.000,3.000,0.049,0.140,0.104,0.121,0.350,0.214
2451.000,2.645,7.095,0.000,0.720,2.000,2.000,0.119,0.456,0.525,0.532,0.175,0.119
